Identifier,Code,Start_Year,End_Year,Public,Type,Name_En,Name_Fr,Name_Es,Name_Ar,Name_Zh,Name_Ru,ShortName_En,ShortName_Fr,ShortName_Es,ShortName_Ar,ShortName_Zh,ShortName_Ru,Definition,ScopeNote,HistoryNote,EditorialNote,SubSet
935,ZWR,2008,2009,,,Zimbabwe Dollar,Dollar du Zimbabwe,Dólar de Zimbabwe,,,,Zimbabwe Dollar,Dollar du Zimbabwe,Dólar de Zimbabwe,,,,,,,,
936,GHS,2007,,,,Ghana Cedi,Ghana Cedi,Cedi de Ghana,,,,Ghana Cedi,Ghana Cedi,Cedi de Ghana,,,,,,,Start Date removed in SWS,
937,VEF,2008,2018,,,Bolivar Fuerte,Bolivar Fuerte,Bolivar Fuerte,,,,Bolivar Fuerte,Bolivar Fuerte,Bolivar Fuerte,,,,,,,,
938,SDG,2007,,,,Sudanese Pound,Livre soudanaise,Libra sudanesa,,,,Sudanese Pound,Livre soudanaise,Libra sudanesa,,,,,,,Start Date removed in SWS,
941,RSD,,,,,Serbian Dinar,Dinar serbe,Dinar serbio,,,,Serbian Dinar,Dinar serbe,Dinar serbio,,,,,,,,
942,ZWN,2006,2008,,,Zimbabwe Dollar,Zimbabwe Dollar,Zimbabwe Dollar,,,,Zimbabwe Dollar,Zimbabwe Dollar,Zimbabwe Dollar,,,,,,,,
943,MZN,2006,,,,Mozambique Metical,Metical,Metical,,,,Mozambique Metical,Metical,Metical,,,,,,,Start Date removed in SWS,
944,AZN,2006,,,,Azerbaijan Manat,Manat,Manat,,,,Azerbaijan Manat,Manat,Manat,,,,,,,Start Date removed in SWS,
946,RON,2005,,,,Romanian Leu,Leu roumain,Leu rumano,,,,Romanian Leu,Leu roumain,Leu rumano,,,,,,,Start Date removed in SWS,
947,CHE,,,,,WIR Euro,WIR Euro,WIR Euro,,,,WIR Euro,WIR Euro,WIR Euro,,,,,,,,
948,CHW,,,,,WIR Franc,WIR Franc,WIR Franc,,,,WIR Franc,WIR Franc,WIR Franc,,,,,,,,
949,TRY,,,,,Turkish Lira,Livre turque,Lira turca,,,,Turkish Lira,Livre turque,Lira turca,,,,,,,,
950,XAF,,,,,CFA Franc BEAC,Franc CFA (BEAC),Franco CFA (BEAC),,,,CFA Franc BEAC,Franc CFA (BEAC),Franco CFA (BEAC),,,,,,,,
951,XCD,,,,,East Caribbean Dollar,Dollar des Caraïbes orientales,Dólar del Caribe oriental,,,,East Caribbean Dollar,Dollar des Caraïbes orientales,Dólar del Caribe oriental,,,,,,,,
952,XOF,,,,,CFA Franc BCEAO,Franc CFA (BCEAO),Franco CFA (BCEAO),,,,CFA Franc BCEAO,Franc CFA (BCEAO),Franco CFA (BCEAO),,,,,,,,
953,XPF,,,,,CFP Franc,Franc CFP,Franco CFP,,,,CFP Franc,Franc CFP,Franco CFP,,,,,,,,
967,ZMW,2013,,,,Zambian Kwacha,Kwacha zambien,Kwacha zambiano,,,,Zambian Kwacha,Kwacha zambien,Kwacha zambiano,,,,,,,Start Date removed in SWS,
968,SRD,2004,,,,Suriname Dollar,Dollar surinamais,Dólar surinamés,,,,Suriname Dollar,Dollar surinamais,Dólar surinamés,,,,,,,Start Date removed in SWS,
969,MGA,2005,,,,Malagasy Ariary,Malagasy ariary,Ariary malgache,,,,Malagasy Ariary,Malagasy ariary,Ariary malgache,,,,,,,Start Date removed in SWS,
971,AFN,2003,,true,,Afghani,Afghani,Afghani,,,,Afghani,Afghani,Afghani,,,,,,,Start Date removed in SWS,
972,TJS,2002,,,,Somoni,Somoni,Somoni,,,,Somoni,Somoni,Somoni,,,,,,,Start Date removed in SWS,
973,AOA,1999,,,,Kwanza,Kwanza,Kwanza,,,,Kwanza,Kwanza,Kwanza,,,,,,,Start Date removed in SWS,
974,BYR,2000,2016,,,Belarusian Ruble,Rouble bélorussien,Rublo belaruso,,,,Belarusian Ruble,Rouble bélorussien,Rublo belaruso,,,,,,,,
975,BGN,1999,,,,Bulgarian Lev,Lev,Lev,,,,Bulgarian Lev,Lev,Lev,,,,,,,Start Date removed in SWS,
976,CDF,1999,,,,Congolese Franc,Franc congolais,Franco congolés,,,,Congolese Franc,Franc congolais,Franco congolés,,,,,,,Start Date removed in SWS,
977,BAM,,,,,Convertible Mark,Mark convertible,Marco,,,,Convertible Mark,Mark convertible,Marco,,,,,,,,
978,EUR,1999,,,,Euro,Euro,Euro,,,,Euro,Euro,Euro,,,,,,,Start Date removed in SWS,
980,UAH,1996,,,,Hryvnia,Hryvnia,Jrivnia,,,,Hryvnia,Hryvnia,Jrivnia,,,,,,,Start Date removed in SWS,
981,GEL,,,,,Lari,Lari,Lari,,,,Lari,Lari,Lari,,,,,,,,
982,AOR,1995,1999,,,Kwanza readjusted,Kwanza readjusted,Kwanza readjusted,,,,Kwanza readjusted,Kwanza readjusted,Kwanza readjusted,,,,,,,,
984,BOV,,,,,Mvdol,Mvdol,Mvdol,,,,Mvdol,Mvdol,Mvdol,,,,,,,,
985,PLN,1995,,,,Zloty,Zloty,Zloty,,,,Zloty,Zloty,Zloty,,,,,,,Start Date removed in SWS,
986,BRL,1995,,,,Brazilian Real,Real,Real,,,,Brazilian Real,Real,Real,,,,,,,Start Date removed in SWS,
1001,AOK,1977,1990,,,Kwanza,Kwanza,Kwanza,,,,Kwanza,Kwanza,Kwanza,,,,,,,,
1002,ARM,1881,1969,,,Peso Moneda Nacional,Peso Moneda Nacional,Peso Moneda Nacional,,,,Peso Moneda Nacional,Peso Moneda Nacional,Peso Moneda Nacional,,,,,,,,
1003,ARL,1970,1983,,,Argentine Peso Ley,Argentine Peso Ley,Argentine Peso Ley,,,,Argentine Peso Ley,Argentine Peso Ley,Argentine Peso Ley,,,,,,,,
1004,ARP,1983,1985,,,Argentine Peso,Peso argentin,Peso argentino,,,,Argentine Peso,Peso argentin,Peso argentino,,,,,,,,
1005,ARA,1985,1991,,,Argentine Austral,Argentine Austral,Argentine Austral,,,,Argentine Austral,Argentine Austral,Argentine Austral,,,,,,,,
1006,BGJ,1832,1952,,,Bulgarian Lev,Bulgarian Lev,Bulgarian Lev,,,,Bulgarian Lev,Bulgarian Lev,Bulgarian Lev,,,,,,,,
1007,BGK,1952,1962,,,Bulgarian Lev,Bulgarian Lev,Bulgarian Lev,,,,Bulgarian Lev,Bulgarian Lev,Bulgarian Lev,,,,,,,,
1008,BOP,,1986,,,Bolivian Peso,Bolivian Peso,Bolivian Peso,,,,Bolivian Peso,Bolivian Peso,Bolivian Peso,,,,,,,,
1009,BRB,1970,1986,,,Cruziero,Cruziero,Cruziero,,,,Cruziero,Cruziero,Cruziero,,,,,,,Start Date removed in SWS,
1010,BRC,1986,1989,,,Cruzado,Cruzado,Cruzado,,,,Cruzado,Cruzado,Cruzado,,,,,,,,
1011,BRN,1989,1990,,,New Cruzado,New Cruzado,New Cruzado,,,,New Cruzado,New Cruzado,New Cruzado,,,,,,,,
1012,BRE,1990,1993,,,Cruziero,Cruziero,Cruziero,,,,Cruziero,Cruziero,Cruziero,,,,,,,,
1013,BUK,,1989,,,Kyat,Kyat,Kyat,,,,Kyat,Kyat,Kyat,,,,,,,,
1014,GNS,1971,1985,,,Syli,Syli,Syli,,,,Syli,Syli,Syli,,,,,,,,
1015,HRD,1991,1994,,,Croatian Dinar,Croatian Dinar,Croatian Dinar,,,,Croatian Dinar,Croatian Dinar,Croatian Dinar,,,,,,,,
1016,ILP,1948,1980,,,Israeli Pound,Livre israélienne,Libra de Israel,,,,Israeli Pound,Livre israélienne,Libra de Israel,,,,,,,,
1017,ILR,1980,1985,,,Israeli Shekel,Israeli Shekel,Israeli Shekel,,,,Israeli Shekel,Israeli Shekel,Israeli Shekel,,,,,,,,
1018,ISJ,1922,1981,,,Iceland Krona,Iceland Krona,Iceland Krona,,,,Iceland Krona,Iceland Krona,Iceland Krona,,,,,,,,
1019,LAJ,1965,1979,,,Lao Kip,Lao Kip,Lao Kip,,,,Lao Kip,Lao Kip,Lao Kip,,,,,,,,
1020,LSM,,1985,,,Maloti,Maloti,Maloti,,,,Maloti,Maloti,Maloti,,,,,,,,
1021,LTT,,1993,,,Talonas,Talonas,Talonas,,,,Talonas,Talonas,Talonas,,,,,,,,
1022,LYP,1951,1971,,,Libyan Pound,Livre libyenne,Libia libra,,,,Libyan Pound,Livre libyenne,Libia libra,,,,,,,,
1023,MTP,,1983,,,Maltese Pound,Maltese Pound,Maltese Pound,,,,Maltese Pound,Maltese Pound,Maltese Pound,,,,,,,,
1024,MVQ,,1981,,,Maldivian Rupee,Maldivian Rupee,Maldivian Rupee,,,,Maldivian Rupee,Maldivian Rupee,Maldivian Rupee,,,,,,,,
1025,MXP,,1992,,,Mexican Peso,Peso mexicain,Peso mexicano,,,,Mexican Peso,Peso mexicain,Peso mexicano,,,,,,,,
1026,MZE,1914,1979,,,Mozambique Escudo,Mozambique Escudo,Mozambique Escudo,,,,Mozambique Escudo,Mozambique Escudo,Mozambique Escudo,,,,,,,,
1027,NIC,1988,1990,,,Cordoba,Córdoba,Córdoba,,,,Cordoba,Córdoba,Córdoba,,,,,,,,
1028,PES,1863,1984,,,Sol,Sol,Sol,,,,Sol,Sol,Sol,,,,,,,,
1029,PEI,1985,1991,,,Inti,Inti,Inti,,,,Inti,Inti,Inti,,,,,,,,
1030,SDP,1956,1992,,,Sudanese Pound,Sudanese Pound,Sudanese Pound,,,,Sudanese Pound,Sudanese Pound,Sudanese Pound,,,,,,,,
1031,SUR,1961,1991,,,Ruble,Ruble,Ruble,,,,Ruble,Ruble,Ruble,,,,,,,,
1032,UGS,1966,1987,,,Uganda Shilling,Shilling ougandais,Chelín ugandés,,,,Uganda Shilling,Shilling ougandais,Chelín ugandés,,,,,,,,
1033,UYP,1896,1975,,,Uruguayan Peso,Uruguayan Peso,Uruguayan Peso,,,,Uruguayan Peso,Uruguayan Peso,Uruguayan Peso,,,,,,,,
1034,UYN,1975,1993,,,Uruguayan New Peso,Uruguayan New Peso,Uruguayan New Peso,,,,Uruguayan New Peso,Uruguayan New Peso,Uruguayan New Peso,,,,,,,,
1035,VNC,,1978,,,Old Dong,Old Dong,Old Dong,,,,Old Dong,Old Dong,Old Dong,,,,,,,,
1036,YUD,1966,1989,,,New Yugoslavian Dinar,New Yugoslavian Dinar,New Yugoslavian Dinar,,,,New Yugoslavian Dinar,New Yugoslavian Dinar,New Yugoslavian Dinar,,,,,,,,
1037,ZRZ,1967,1992,,,Zaire,Zaire,Zaire,,,,Zaire,Zaire,Zaire,,,,,,,,
1038,ZWC,1970,1979,,,Rhodesian Dollar,Rhodesian Dollar,Rhodesian Dollar,,,,Rhodesian Dollar,Rhodesian Dollar,Rhodesian Dollar,,,,,,,,
1039,ALK,1946,1965,,,Old Albanian Lek,Old Albanian Lek,Old Albanian Lek,,,,Old Albanian Lek,Old Albanian Lek,Old Albanian Lek,,,,,,,,
1040,GWE,,1974,,,Guinean Escudo,Guinean Escudo,Guinean Escudo,,,,Guinean Escudo,Guinean Escudo,Guinean Escudo,,,,,,,,
1041,BRZ,1942,1967,,,Cruzeiro,Cruzeiro,Cruzeiro,,,,Cruzeiro,Cruzeiro,Cruzeiro,,,,,,,,
1042,AUP,,1950,,,Australian Pound,Livre australienne,Libra australiana,,,,Australian Pound,Livre australienne,Libra australiana,,,,,,,,
1043,FJP,,1969,,,Fijian Pound,Livre de Fidji,Libra de Fiji,,,,Fijian Pound,Livre de Fidji,Libra de Fiji,,,,,,,,
1044,XBW,,1955,,,British West Indies Dollar,Dollar des Indes britanniques,Dólar de las Indias Occidentales Británicas,,,,British West Indies Dollar,Dollar des Indes britanniques,Dólar de las Indias Occidentales Británicas,,,,,,,,
1045,XPG,1959,1966,,,Persian Gulf Rupee,Roupie du Golfe,Rupia del Golfo,,,,Persian Gulf Rupee,Roupie du Golfe,Rupia del Golfo,,,,,,,,
1046,NZP,,1967,,,New Zealand Pound,Livre néo-zélandaise,Libra de Nueva Zelanda,,,,New Zealand Pound,Livre néo-zélandaise,Libra de Nueva Zelanda,,,,,,,,
